"160,131,75"	
"163,134,78"	
"143,163,91"	
"140,160,88"	
"139,159,87"	
"167,196,103"	
"167,196,103"	
"168,199,105"	
"168,205,128"	
"167,204,127"	
"167,204,127"	
"132,176,79"	
"134,178,81"	
"136,180,83"	
"180,216,142"	
"182,218,144"	
"182,218,144"	
"139,182,90"	
"141,184,92"	
"145,188,96"	
"148,178,66"	
"147,177,65"	
"145,175,63"	
"146,178,93"	
"143,175,90"	
"141,173,88"	
"180,216,142"	
"180,216,142"	
"178,214,140"	
"149,182,95"	
"150,183,96"	
"148,181,94"	
